"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Education.level"	"Residence"	"Region"	"Wealth.quintle"	"Value"	"Number.of.persons"
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Nyanza"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Nyanza"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Rift Valley"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Rift Valley"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Rift Valley"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Rift Valley"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Rift Valley"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Rift Valley"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Total"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Total"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Total"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Total"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Total"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Total"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Western"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Western"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Western"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Western"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Western"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Rural"	"Western"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Central"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Central"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Central"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Central"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Central"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Central"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Coast"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"55-59"	"Male"	"Completed primary"	"Total"	"Coast"	"Highest"		
