"TableTitle"	"Variable"	"Units"	"Year"	"Residence"	"Region"	"Wealth.quintle"	"Cleansing.agents.available"	"Value"	"Number.of.households.with.place.for.washing.hands.was.observed"
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Middle"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Second"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Total"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Total"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Total"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Total"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Total"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Total"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Total"	"Water and cleansing agent other than soap only"		
